"DIVISION_NO","DIVISION_NAME","DEPARTMENT_NO","DEPARTMENT_NAME","SECT_NO","SECT_NAME","PLANT_NO","PLANT_NAME","PLANT_TYPE","PROVINCE_NAME"
"90000144",RMC North,"00014803",North 1,"00014849",CPAC Franchise เชียงใหม่,FC364,แม่แจ่ม (Type M),S,เชียงใหม่
"90000141",RMC South,"90000566",South 1,"00010080",Prod.นครศรีธรรมราช,FC366,จุฬาภรณ์,S,นครศรีธรรมราช
"90000144",RMC North,"00014803",North 1,"00014849",CPAC Franchise เชียงใหม่,FC368,แม่ฮ่องสอน (Type M),S,แม่ฮ่องสอน
"90000143",RMC West,"00014548",West 2,"00014641",Prod.นครปฐม,FC369,FC กาญจนบุรี 2,S,กาญจนบุรี
"90000145",RMC Northeast,"00014248",Northeast 3,"00000005",FC. อำนาจเจริญ,FC370,FC เสนางคนิคม,S,อำนาจเจริญ
"90000144",RMC North,"00014804",North 2,"00000011",CPAC Franchise ลำปาง,FC371,แม่ใจ (Type M),S,พะเยา
"90000144",RMC North,"00014804",North 2,"00014900",CPAC Franchise เชียงราย,FC372,พญาเม็งราย (Type M),S,เชียงราย
"90000144",RMC North,"00014806",North 3,"00014964",CPAC Franchise พิษณุโลก,FC373,เนินมะปราง (Type M),S,พิษณุโลก
"90000144",RMC North,"00014804",North 2,"00000011",CPAC Franchise ลำปาง,FC374,ลำปาง-สบปราบ,S,ลำปาง
"90000145",RMC Northeast,"00014243",Northeast 2,"00000004",FC. อุดรธานี,FC375,FC กระนวน,S,ขอนแก่น
"90000145",RMC Northeast,"00014243",Northeast 2,"00000008",FC. ขอนแก่น,FC376,FC จัตุรัส,S,ชัยภูมิ
"90000145",RMC Northeast,"00014243",Northeast 2,"00000004",FC. อุดรธานี,FC377,FC (M) กุดจับ,S,อุดรธานี
"90000145",RMC Northeast,"00014248",Northeast 3,"00000005",FC. อำนาจเจริญ,FC378,FC อำนาจเจริญ 3 -น้ำปลีก,S,อำนาจเจริญ
"90000145",RMC Northeast,"00014243",Northeast 2,"00000007",FC. เลย,FC379,FC หนองบัวลำภู,S,หนองบัวลำภู
"90000145",RMC Northeast,"00014243",Northeast 2,"00000004",FC. อุดรธานี,FC380,FC (M) สร้างคอม,S,อุดรธานี
"90000141",RMC South,"90000565",South 2,"00009976",Prod.สุราษฏร์ธานี,FC381,ทุ่งตะโก,S,ชุมพร
"90000144",RMC North,"00014806",North 3,"00014990",CPAC Franchise นครสวรรค์,FC382,หนองบัว 2,S,นครสวรรค์
"90000145",RMC Northeast,"00014248",Northeast 3,"00000006",FC.สุรินทร์,FC383,FC ศีขรภูมิ,S,สุรินทร์
"90000142",RMC East,"00023135",East 3,"00002407",แฟรนไชส์ภาคตะวันออก 3,FC384,สัตหีบ 4,S,ชลบุรี
"90000145",RMC Northeast,"00014222",Northeast 1,"00000002",FC. นครราชสีมา,FC385,FC โนนไทย (At Site),S,นครราชสีมา
"90000145",RMC Northeast,"00014248",Northeast 3,"00000003",FC. สกลนคร,FC386,FC นาหว้า,S,นครพนม
"90000145",RMC Northeast,"00014243",Northeast 2,"00000008",FC. ขอนแก่น,FC387,FC อาจสามารถ,S,ร้อยเอ็ด
"90000142",RMC East,"00020164",East 2,"90002877",แฟรนไชส์ภาคตะวันออก 2,FC388,หมอนนาง,S,ชลบุรี
"90000142",RMC East,"00020163",East 1,"90002871",แฟรนไชส์ภาคตะวันออก 1,FC389,บ้านหมอ 2,S,สระบุรี
"90000142",RMC East,"00020163",East 1,"90002871",แฟรนไชส์ภาคตะวันออก 1,FC390,โคกสำโรง,S,ลพบุรี
"90000145",RMC Northeast,"00014248",Northeast 3,"00000003",FC. สกลนคร,FC391,FC โซ่พิสัย,S,บึงกาฬ
"90000144",RMC North,"00014803",North 1,"00014849",CPAC Franchise เชียงใหม่,FC392,สะเมิง (Type M),S,เชียงใหม่
"90000144",RMC North,"00014803",North 1,"00014849",CPAC Franchise เชียงใหม่,FC393,ลี้-แม่ตืน,S,ลำพูน
"90000145",RMC Northeast,"00014222",Northeast 1,"00000002",FC. นครราชสีมา,FC394,FC โนนไทย-พระทองคำ,S,นครราชสีมา
"90000145",RMC Northeast,"00014243",Northeast 2,"00000004",FC. อุดรธานี,FC395,FC หนองคาย เลี่ยงเมือง,S,หนองคาย
"90000141",RMC South,"90000565",South 2,"00009976",Prod.สุราษฏร์ธานี,FC396,เวียงสระ,S,สุราษฎร์ธานี
"90000143",RMC West,"00014548",West 2,"00014641",Prod.นครปฐม,FC397,FC ท่าม่วง,S,กาญจนบุรี
"90000141",RMC South,"90000565",South 2,"00010049",Prod.ภูเก็ต,FC398,บางม่วง,S,พังงา
"90000142",RMC East,"00023135",East 3,"00002407",แฟรนไชส์ภาคตะวันออก 3,FC399,ตราด,S,ตราด
"90000145",RMC Northeast,"00014248",Northeast 3,"00000005",FC. อำนาจเจริญ,FC400,FC ชานุมาน,S,อำนาจเจริญ
"90000142",RMC East,"00023135",East 3,"00002407",แฟรนไชส์ภาคตะวันออก 3,FC401,บ้านค่าย 2,S,ระยอง
"90000142",RMC East,"00020164",East 2,"90002877",แฟรนไชส์ภาคตะวันออก 2,FC402,หนองใหญ่ 3,S,ชลบุรี
"90000144",RMC North,"00014804",North 2,"00000011",CPAC Franchise ลำปาง,FC403,เวียงสา 2(Type M),S,น่าน
"90000144",RMC North,"00014804",North 2,"00014900",CPAC Franchise เชียงราย,FC404,แม่สรวย 2,S,เชียงราย
"90000145",RMC Northeast,"00014248",Northeast 3,"00000003",FC. สกลนคร,FC405,FC พังโคน 2,S,สกลนคร
"90000142",RMC East,"00020164",East 2,"90002877",แฟรนไชส์ภาคตะวันออก 2,FC406,โรจนะหนองใหญ่,S,ชลบุรี
"90000145",RMC Northeast,"00014248",Northeast 3,"00000005",FC. อำนาจเจริญ,FC407,FC ยโสธร 3,S,ยโสธร
"90000144",RMC North,"00014803",North 1,"00014849",CPAC Franchise เชียงใหม่,FC408,ปาย  (Type M),S,แม่ฮ่องสอน
"90000145",RMC Northeast,"00014222",Northeast 1,"00000002",FC. นครราชสีมา,FC409,FC โนนสูง,S,นครราชสีมา
"90000142",RMC East,"00020164",East 2,"90002877",แฟรนไชส์ภาคตะวันออก 2,FC410,บ้านบึง 3,S,ชลบุรี
"90000145",RMC Northeast,"00014222",Northeast 1,"00000002",FC. นครราชสีมา,FC411,FC ห้วยบง,S,นครราชสีมา
"90000145",RMC Northeast,"00014243",Northeast 2,"00000004",FC. อุดรธานี,FC412,FC หนองหาน-ทล.2350,S,อุดรธานี
"90000141",RMC South,"90000565",South 2,"00010049",Prod.ภูเก็ต,FC413,เขาหลักโกลเด้นฮิลล์,S,พังงา
"90000141",RMC South,"90000565",South 2,"00010049",Prod.ภูเก็ต,FC414,ทับปุด 2,S,พังงา
"90000140",RMC Metro,"00014300",Metro 1,"00014271",Prod.พระราม 9,FC900,โรงงานทดสอบ Franchise Bluenet,S,กรุงเทพมหานคร
"20000142",QMix East,"00023221",QMIX EST 2 RMC BIZ PRD,"00010226",EST 2/1 RMC BIZ PRD,K014,แกลง ปิยะคอนกรีต ระยอง,QMIX,ระยอง
"20000142",QMix East,"00023221",QMIX EST 2 RMC BIZ PRD,"00010226",EST 2/1 RMC BIZ PRD,K016,แยกเจ บีเอซี คอนกรีต ชลบุรี,QMIX,ชลบุรี
"20000145",QMix Northeast,"00024214",QMIX NE 1 RMC BIZ PRD,"00010231",NE 1 RMC BIZ PRD,K017,กุดชุม จั่วเซ้งค้าไม้ ยโสธร,QMIX,ยโสธร
"20000140",QMix Bangkok,"00021211",QMIX BKK 1 RMC BIZ PRD,"00010221",BKK 1/2 RMC BIZ PRD,K400,ลาดกระบัง,QMIX,สมุทรปราการ
"20000140",QMix Bangkok,"00021211",QMIX BKK 1 RMC BIZ PRD,"00010220",BKK 1/1 RMC BIZ PRD,K401,ทับช้าง,QMIX,กรุงเทพมหานคร
"20000140",QMix Bangkok,"00021211",QMIX BKK 1 RMC BIZ PRD,"00010221",BKK 1/2 RMC BIZ PRD,K402,บางปู,QMIX,สมุทรปราการ
"20000140",QMix Bangkok,"00021211",QMIX BKK 1 RMC BIZ PRD,"00010221",BKK 1/2 RMC BIZ PRD,K404,บางปลา,QMIX,สมุทรปราการ
"20000140",QMix Bangkok,"00021211",QMIX BKK 1 RMC BIZ PRD,"00010220",BKK 1/1 RMC BIZ PRD,K406,มีนบุรี,QMIX,กรุงเทพมหานคร
"20000140",QMix Bangkok,"00021211",QMIX BKK 1 RMC BIZ PRD,"00010220",BKK 1/1 RMC BIZ PRD,K409,พระราม 9/2,QMIX,กรุงเทพมหานคร
"20000140",QMix Bangkok,"00021211",QMIX BKK 1 RMC BIZ PRD,"00010221",BKK 1/2 RMC BIZ PRD,K411,ตำหรุ,QMIX,สมุทรปราการ
"20000140",QMix Bangkok,"00021211",QMIX BKK 1 RMC BIZ PRD,"00010221",BKK 1/2 RMC BIZ PRD,K413,แพรกษา,QMIX,สมุทรปราการ
"20000140",QMix Bangkok,"00021211",QMIX BKK 1 RMC BIZ PRD,"00010221",BKK 1/2 RMC BIZ PRD,K414,บางพลี,QMIX,สมุทรปราการ
"20000140",QMix Bangkok,"00021211",QMIX BKK 1 RMC BIZ PRD,"00010220",BKK 1/1 RMC BIZ PRD,K415,สุวินทวงศ์,QMIX,กรุงเทพมหานคร
"20000140",QMix Bangkok,"00021211",QMIX BKK 1 RMC BIZ PRD,"00010220",BKK 1/1 RMC BIZ PRD,K416,รามอินทรา,QMIX,กรุงเทพมหานคร
"20000140",QMix Bangkok,"00021211",QMIX BKK 1 RMC BIZ PRD,"00010220",BKK 1/1 RMC BIZ PRD,K418,วัชรพล 2,QMIX,กรุงเทพมหานคร
"20000140",QMix Bangkok,"00021211",QMIX BKK 1 RMC BIZ PRD,"00010220",BKK 1/1 RMC BIZ PRD,K419,โรงหล่อฤทธา คลอง 12,QMIX,กรุงเทพมหานคร
"20000140",QMix Bangkok,"00021211",QMIX BKK 1 RMC BIZ PRD,"00010220",BKK 1/1 RMC BIZ PRD,K420,ออร์เจริญ ลำลูกกาคลอง 10,QMIX,กรุงเทพมหานคร
"20000140",QMix Bangkok,"00021211",QMIX BKK 1 RMC BIZ PRD,"00010220",BKK 1/1 RMC BIZ PRD,K421,ลำลูกกา พีคอนกรีต,QMIX,ปทุมธานี
"20000140",QMix Bangkok,"00021211",QMIX BKK 1 RMC BIZ PRD,"00010221",BKK 1/2 RMC BIZ PRD,K422,บางบ่อ 2,QMIX,สมุทรปราการ
"20000140",QMix Bangkok,"00021221",QMIX BKK 2 RMC BIZ PRD,"00010222",BKK 2/1 RMC BIZ PRD,K430,ดอนเมือง,QMIX,กรุงเทพมหานคร
"20000140",QMix Bangkok,"00021221",QMIX BKK 2 RMC BIZ PRD,"00010222",BKK 2/1 RMC BIZ PRD,K431,รังสิต,QMIX,ปทุมธานี
"20000140",QMix Bangkok,"00021221",QMIX BKK 2 RMC BIZ PRD,"00010222",BKK 2/1 RMC BIZ PRD,K432,บางบัวทอง,QMIX,นนทบุรี
"20000140",QMix Bangkok,"00021221",QMIX BKK 2 RMC BIZ PRD,"00010223",BKK 2/2 RMC BIZ PRD,K433,พระราม 2,QMIX,กรุงเทพมหานคร
"20000140",QMix Bangkok,"00021211",QMIX BKK 1 RMC BIZ PRD,"00010220",BKK 1/1 RMC BIZ PRD,K434,ลำลูกกา,QMIX,ปทุมธานี
"20000140",QMix Bangkok,"00021221",QMIX BKK 2 RMC BIZ PRD,"00010223",BKK 2/2 RMC BIZ PRD,K435,สมุทรสาคร,QMIX,สมุทรปราการ
"20000140",QMix Bangkok,"00021211",QMIX BKK 1 RMC BIZ PRD,"00010220",BKK 1/1 RMC BIZ PRD,K436,ลำลูกกา คลอง 7,QMIX,ปทุมธานี
"20000140",QMix Bangkok,"00021221",QMIX BKK 2 RMC BIZ PRD,"00010238",BKK 2/3 RMC BIZ PRD,K437,พุทธมณฑลสาย 3,QMIX,นครปฐม
"20000140",QMix Bangkok,"00021221",QMIX BKK 2 RMC BIZ PRD,"00010223",BKK 2/2 RMC BIZ PRD,K439,บางน้ำจืด,QMIX,สมุทรสาคร
"20000140",QMix Bangkok,"00021211",QMIX BKK 1 RMC BIZ PRD,"00010220",BKK 1/1 RMC BIZ PRD,K440,ลำลูกกา คลอง 11 (CT Sunrise),QMIX,ปทุมธานี
"20000140",QMix Bangkok,"00021221",QMIX BKK 2 RMC BIZ PRD,"00010223",BKK 2/2 RMC BIZ PRD,K441,นครชัยศรี,QMIX,นครปฐม
"20000140",QMix Bangkok,"00021221",QMIX BKK 2 RMC BIZ PRD,"00010223",BKK 2/2 RMC BIZ PRD,K442,ปากท่อ,QMIX,ราชบุรี
"20000140",QMix Bangkok,"00021211",QMIX BKK 1 RMC BIZ PRD,"00010220",BKK 1/1 RMC BIZ PRD,K445,วัชรพล,QMIX,กรุงเทพมหานคร
"20000140",QMix Bangkok,"00021221",QMIX BKK 2 RMC BIZ PRD,"00010223",BKK 2/2 RMC BIZ PRD,K448,บ้านแพ้ว,QMIX,สมุทรสาคร
"20000140",QMix Bangkok,"00021221",QMIX BKK 2 RMC BIZ PRD,"00010222",BKK 2/1 RMC BIZ PRD,K449,บางบัวทอง 2,QMIX,นนทบุรี
"20000140",QMix Bangkok,"00021221",QMIX BKK 2 RMC BIZ PRD,"00010223",BKK 2/2 RMC BIZ PRD,K450,สมุทรสาคร 2,QMIX,นนทบุรี
"20000140",QMix Bangkok,"00021221",QMIX BKK 2 RMC BIZ PRD,"00010223",BKK 2/2 RMC BIZ PRD,K457,กาหลง,QMIX,นนทบุรี
"20000142",QMix East,"00023211",QMIX EST 1 RMC BIZ PRD,"00010225",EST 1/2 RMC BIZ PRD,K460,บางละมุง,QMIX,ชลบุรี
"20000142",QMix East,"00023221",QMIX EST 2 RMC BIZ PRD,"00010226",EST 2/1 RMC BIZ PRD,K461,มาบตาพุด 1,QMIX,ระยอง
"20000142",QMix East,"00023221",QMIX EST 2 RMC BIZ PRD,"00010227",EST 2/2 RMC BIZ PRD,K462,บ่อวิน,QMIX,ระยอง
"20000142",QMix East,"00023221",QMIX EST 2 RMC BIZ PRD,"00010226",EST 2/1 RMC BIZ PRD,K463,ตะพง,QMIX,ระยอง
"20000142",QMix East,"00023221",QMIX EST 2 RMC BIZ PRD,"00010226",EST 2/1 RMC BIZ PRD,K465,มาบตาพุด 2,QMIX,ระยอง
"20000142",QMix East,"00023221",QMIX EST 2 RMC BIZ PRD,"00010226",EST 2/1 RMC BIZ PRD,K467,ปลวกแดง,QMIX,ระยอง
"20000142",QMix East,"00023211",QMIX EST 1 RMC BIZ PRD,"00010225",EST 1/2 RMC BIZ PRD,K471,ศรีราชา,QMIX,ชลบุรี
"20000142",QMix East,"00023211",QMIX EST 1 RMC BIZ PRD,"00010225",EST 1/2 RMC BIZ PRD,K473,แหลมฉบัง,QMIX,ชลบุรี
"20000142",QMix East,"00023221",QMIX EST 2 RMC BIZ PRD,"00010227",EST 2/2 RMC BIZ PRD,K475,วังจันทร์,QMIX,ระยอง
"20000142",QMix East,"00023221",QMIX EST 2 RMC BIZ PRD,"00010227",EST 2/2 RMC BIZ PRD,K476,มาบตาพุด 3,QMIX,ระยอง
"20000142",QMix East,"00023221",QMIX EST 2 RMC BIZ PRD,"00010226",EST 2/1 RMC BIZ PRD,K479,โรงหล่อโปทีม,QMIX,ระยอง
"20000142",QMix East,"00023221",QMIX EST 2 RMC BIZ PRD,"00010226",EST 2/1 RMC BIZ PRD,K480,CCC แหลมฉบัง2,QMIX,กรุงเทพมหานคร
"20000142",QMix East,"00023221",QMIX EST 2 RMC BIZ PRD,"00010226",EST 2/1 RMC BIZ PRD,K481,เขาชะเมา,QMIX,ระยอง
"20000142",QMix East,"00023221",QMIX EST 2 RMC BIZ PRD,"00010227",EST 2/2 RMC BIZ PRD,K482,ลีพัฒนา หนองตะพาน,QMIX,ระยอง
"20000142",QMix East,"00023221",QMIX EST 2 RMC BIZ PRD,"00010227",EST 2/2 RMC BIZ PRD,K483,PACO ระยอง,QMIX,ระยอง
"20000142",QMix East,"00023221",QMIX EST 2 RMC BIZ PRD,"00010226",EST 2/1 RMC BIZ PRD,K484,เขาคันทรง ทรัพย์เจริญ,QMIX,ชลบุรี
"20000142",QMix East,"00023221",QMIX EST 2 RMC BIZ PRD,"00010226",EST 2/1 RMC BIZ PRD,K485,ปลวกแดง 3,QMIX,ระยอง
"20000142",QMix East,"00023221",QMIX EST 2 RMC BIZ PRD,"00010227",EST 2/2 RMC BIZ PRD,K486,นิคมพัฒนา เพอมาเน้นท์,QMIX,ระยอง
"20000142",QMix East,"00023221",QMIX EST 2 RMC BIZ PRD,"00010226",EST 2/1 RMC BIZ PRD,K487,บ่อวิน CCP,QMIX,ชลบุรี
"20000142",QMix East,"00023221",QMIX EST 2 RMC BIZ PRD,"00010227",EST 2/2 RMC BIZ PRD,K488,นิคมพัฒนา ป.วิไลคอนกรีต,QMIX,ระยอง
"20000142",QMix East,"00023221",QMIX EST 2 RMC BIZ PRD,"00010227",EST 2/2 RMC BIZ PRD,K489,บ้านค่าย ปิยะคอนกรีต,QMIX,ระยอง
"20000142",QMix East,"00023221",QMIX EST 2 RMC BIZ PRD,"00010227",EST 2/2 RMC BIZ PRD,K490,ทับมา ปิยะคอนกรีต,QMIX,ระยอง
"20000142",QMix East,"00023221",QMIX EST 2 RMC BIZ PRD,"00010227",EST 2/2 RMC BIZ PRD,K491,บ้านเพ เอ็นทีที คอนกรีต,QMIX,ระยอง
"20000142",QMix East,"00023221",QMIX EST 2 RMC BIZ PRD,"00010226",EST 2/1 RMC BIZ PRD,K492,ระยอง KRC 1,QMIX,ระยอง
"20000142",QMix East,"00023221",QMIX EST 2 RMC BIZ PRD,"00010226",EST 2/1 RMC BIZ PRD,K493,ระยอง KRC 2,QMIX,ระยอง
"20000142",QMix East,"00023211",QMIX EST 1 RMC BIZ PRD,"00010225",EST 1/2 RMC BIZ PRD,K495,แหลมฉบัง2 ชัยวดีคอนกรีต ชลบุรี,QMIX,ชลบุรี
"20000142",QMix East,"00023221",QMIX EST 2 RMC BIZ PRD,"00010227",EST 2/2 RMC BIZ PRD,K496,ตะพง 2,QMIX,ระยอง
"20000142",QMix East,"00023221",QMIX EST 2 RMC BIZ PRD,"00010226",EST 2/1 RMC BIZ PRD,K497,บางละมุง ซุนคอร์ป ชลบุรี,QMIX,ชลบุรี
"20000142",QMix East,"00023221",QMIX EST 2 RMC BIZ PRD,"00010227",EST 2/2 RMC BIZ PRD,K498,บ้านค่าย ซุนคอร์ป ระยอง,QMIX,ระยอง
"20000142",QMix East,"00023221",QMIX EST 2 RMC BIZ PRD,"00010226",EST 2/1 RMC BIZ PRD,K499,ศรีราชา ซุนคอร์ป ชลบุรี,QMIX,ชลบุรี
"20000142",QMix East,"00023211",QMIX EST 1 RMC BIZ PRD,"00010228",EST 1/1 RMC BIZ PRD,K4A0,ชลบุรี,QMIX,ชลบุรี
"20000142",QMix East,"00023211",QMIX EST 1 RMC BIZ PRD,"00010228",EST 1/1 RMC BIZ PRD,K4A1,ฉะเชิงเทรา,QMIX,ฉะเชิงเทรา
"20000142",QMix East,"00023211",QMIX EST 1 RMC BIZ PRD,"00010228",EST 1/1 RMC BIZ PRD,K4A2,กบินทร์บุรี,QMIX,ปราจีนบุรี
"20000140",QMix Bangkok,"00021211",QMIX BKK 1 RMC BIZ PRD,"00010221",BKK 1/2 RMC BIZ PRD,K4A4,บางบ่อ,QMIX,สมุทรปราการ
"20000142",QMix East,"00023211",QMIX EST 1 RMC BIZ PRD,"00010228",EST 1/1 RMC BIZ PRD,K4A5,บางปะกง,QMIX,ฉะเชิงเทรา
"20000142",QMix East,"00023211",QMIX EST 1 RMC BIZ PRD,"00010228",EST 1/1 RMC BIZ PRD,K4A7,พานทอง,QMIX,ชลบุรี
"20000142",QMix East,"00023221",QMIX EST 2 RMC BIZ PRD,"00010226",EST 2/1 RMC BIZ PRD,K4A9,บางพระ,QMIX,ชลบุรี
"20000142",QMix East,"00023211",QMIX EST 1 RMC BIZ PRD,"00010228",EST 1/1 RMC BIZ PRD,K4B6,พานทอง 2 (TMP),QMIX,ชลบุรี
"20000142",QMix East,"00023221",QMIX EST 2 RMC BIZ PRD,"00010226",EST 2/1 RMC BIZ PRD,K4B7,พานทอง 3,QMIX,ชลบุรี
"20000143",QMix Central,"00022218",QMIX CNT 1 RMC BIZ PRD,"00010229",CNT 1 RMC BIZ PRD,K4D0,ลพบุรี,QMIX,ลพบุรี
"20000143",QMix Central,"00022218",QMIX CNT 1 RMC BIZ PRD,"00010229",CNT 1 RMC BIZ PRD,K4D1,อยุธยา,QMIX,พระนครศรีอยุธยา
"20000143",QMix Central,"00022218",QMIX CNT 1 RMC BIZ PRD,"00010229",CNT 1 RMC BIZ PRD,K4D2,โรจนะ,QMIX,พระนครศรีอยุธยา
"20000143",QMix Central,"00022218",QMIX CNT 1 RMC BIZ PRD,"00010229",CNT 1 RMC BIZ PRD,K4D5,ทับกวาง,QMIX,สระบุรี
"20000143",QMix Central,"00022218",QMIX CNT 1 RMC BIZ PRD,"00010229",CNT 1 RMC BIZ PRD,K4D6,บางปะอิน,QMIX,พระนครศรีอยุธยา
"20000143",QMix Central,"00022218",QMIX CNT 1 RMC BIZ PRD,"00010229",CNT 1 RMC BIZ PRD,K4E0,ทีทีวี คอนกรีต หนองแค,QMIX,สระบุรี
"20000143",QMix Central,"00022218",QMIX CNT 1 RMC BIZ PRD,"00010229",CNT 1 RMC BIZ PRD,K4E6,วิเศษชัยชาญ,QMIX,อ่างทอง
"20000143",QMix Central,"00022218",QMIX CNT 1 RMC BIZ PRD,"00010229",CNT 1 RMC BIZ PRD,K4E7,อยุธยา 3,QMIX,พระนครศรีอยุธยา
"20000143",QMix Central,"00022218",QMIX CNT 1 RMC BIZ PRD,"00010229",CNT 1 RMC BIZ PRD,K4E9,โชคดีวิศวภัณฑ์ หนองแค,QMIX,สระบุรี
"20000143",QMix Central,"00022218",QMIX CNT 1 RMC BIZ PRD,"00010229",CNT 1 RMC BIZ PRD,K4F0,ดี สแควร์ สระบุรี,QMIX,สระบุรี
"20000143",QMix Central,"00022218",QMIX CNT 1 RMC BIZ PRD,"00010229",CNT 1 RMC BIZ PRD,K4F1,โรงหล่อบางปะอิน เสาเข็ม 2,QMIX,พระนครศรีอยุธยา
"20000143",QMix Central,"00022218",QMIX CNT 1 RMC BIZ PRD,"00010229",CNT 1 RMC BIZ PRD,K4F2,โรจนะ 2,QMIX,พระนครศรีอยุธยา
"20000143",QMix Central,"00022218",QMIX CNT 1 RMC BIZ PRD,"00010229",CNT 1 RMC BIZ PRD,K4F3,ทีเจเอคอนกรีต,QMIX,พระนครศรีอยุธยา
"20000143",QMix Central,"00022218",QMIX CNT 1 RMC BIZ PRD,"00010229",CNT 1 RMC BIZ PRD,K4F5,โคกสว่าง High Speed 4-6,QMIX,สระบุรี
"20000143",QMix Central,"00022218",QMIX CNT 1 RMC BIZ PRD,"00010229",CNT 1 RMC BIZ PRD,K4F6,บางบาล2 (TDG) อยุธยา,QMIX,พระนครศรีอยุธยา
"20000145",QMix Northeast,"00024214",QMIX NE 1 RMC BIZ PRD,"00010231",NE 1 RMC BIZ PRD,K4G1,ขอนแก่น,QMIX,ขอนแก่น
"20000145",QMix Northeast,"00024224",QMIX NE 2 RMC BIZ PRD,"00010236",NE 2 RMC BIZ PRD,K4G2,โคราช,QMIX,นครราชสีมา
"20000145",QMix Northeast,"00024224",QMIX NE 2 RMC BIZ PRD,"00010236",NE 2 RMC BIZ PRD,K4G3,อุบล-วาริน,QMIX,อุบลราชธานี
"20000145",QMix Northeast,"00024224",QMIX NE 2 RMC BIZ PRD,"00010236",NE 2 RMC BIZ PRD,K4G4,โคราช-หนองกระทุ่ม,QMIX,นครราชสีมา
"20000145",QMix Northeast,"00024214",QMIX NE 1 RMC BIZ PRD,"00010231",NE 1 RMC BIZ PRD,K4G7,ศรีสองรัก,QMIX,เลย
"20000145",QMix Northeast,"00024214",QMIX NE 1 RMC BIZ PRD,"00010231",NE 1 RMC BIZ PRD,K4G8,ศรีสองรัก 2,QMIX,เลย
"20000145",QMix Northeast,"00024214",QMIX NE 1 RMC BIZ PRD,"00010231",NE 1 RMC BIZ PRD,K4H0,บึงกาฬ,QMIX,บึงกาฬ
"20000145",QMix Northeast,"00024214",QMIX NE 1 RMC BIZ PRD,"00010231",NE 1 RMC BIZ PRD,K4H1,บึงกาฬ 2 (เทิดไท),QMIX,บึงกาฬ
"20000145",QMix Northeast,"00024214",QMIX NE 1 RMC BIZ PRD,"00010231",NE 1 RMC BIZ PRD,K4H2,นาแก,QMIX,นครพนม
"20000145",QMix Northeast,"00024214",QMIX NE 1 RMC BIZ PRD,"00010231",NE 1 RMC BIZ PRD,K4H3,พนมไพร,QMIX,ร้อยเอ็ด
"20000145",QMix Northeast,"00024224",QMIX NE 2 RMC BIZ PRD,"00010236",NE 2 RMC BIZ PRD,K4H6,พนมไพร 2,QMIX,ร้อยเอ็ด
"20000145",QMix Northeast,"00024224",QMIX NE 2 RMC BIZ PRD,"00010236",NE 2 RMC BIZ PRD,K4H8,โคราช-หนองจะบก,QMIX,นครราชสีมา
"20000145",QMix Northeast,"00024224",QMIX NE 2 RMC BIZ PRD,"00010236",NE 2 RMC BIZ PRD,K4I0,โคราช-บ้านส้ม,QMIX,นครราชสีมา
"20000145",QMix Northeast,"00024224",QMIX NE 2 RMC BIZ PRD,"00010236",NE 2 RMC BIZ PRD,K4I1,สูงเนิน ป.เพิ่มทรัพย์,QMIX,นครราชสีมา
"20000145",QMix Northeast,"00024214",QMIX NE 1 RMC BIZ PRD,"00010231",NE 1 RMC BIZ PRD,K4I2,หนองบัวแดง ฟ้าประทาน,QMIX,ชัยภูมิ
"20000145",QMix Northeast,"00024224",QMIX NE 2 RMC BIZ PRD,"00010236",NE 2 RMC BIZ PRD,K4I4,ปากช่อง ปูนพัฒนา,QMIX,นครราชสีมา
"20000145",QMix Northeast,"00024214",QMIX NE 1 RMC BIZ PRD,"00010231",NE 1 RMC BIZ PRD,K4I5,อุดร ป.ก่อสร้าง,QMIX,อุดรธานี
"20000145",QMix Northeast,"00024214",QMIX NE 1 RMC BIZ PRD,"00010231",NE 1 RMC BIZ PRD,K4I6,มนัสชัย โซ่พิสัย,QMIX,บึงกาฬ
"20000145",QMix Northeast,"00024214",QMIX NE 1 RMC BIZ PRD,"00010231",NE 1 RMC BIZ PRD,K4I8,วนิชชัย หนองคาย,QMIX,หนองคาย
"20000141",QMix South,"00026228",QMIX STH 2 RMC BIZ PRD,"00010233",STH 2 RMC BIZ PRD,K4J0,หาดใหญ่,QMIX,สงขลา
"20000141",QMix South,"00026218",QMIX STH 1 RMC BIZ PRD,"00010232",STH 1 RMC BIZ PRD,K4J2,ตรัง,QMIX,ตรัง
"20000141",QMix South,"00026228",QMIX STH 2 RMC BIZ PRD,"00010233",STH 2 RMC BIZ PRD,K4J3,จะนะ,QMIX,สงขลา
"20000141",QMix South,"00026228",QMIX STH 2 RMC BIZ PRD,"00010233",STH 2 RMC BIZ PRD,K4J5,นาทวี,QMIX,สงขลา
"20000141",QMix South,"00026228",QMIX STH 2 RMC BIZ PRD,"00010233",STH 2 RMC BIZ PRD,K4J7,พัทลุง,QMIX,พัทลุง
"20000141",QMix South,"00026228",QMIX STH 2 RMC BIZ PRD,"00010233",STH 2 RMC BIZ PRD,K4J8,พี เอ็น พี คอนกรีต สตูล,QMIX,สตูล
"20000141",QMix South,"00026228",QMIX STH 2 RMC BIZ PRD,"00010233",STH 2 RMC BIZ PRD,K4K0,รัตภูมิ,QMIX,สงขลา
