row_no,selected,plant_code,plant_name,material_code,material_name,source_category,contract_type,interface_type,effective_date,end_date,main_contract_no,transporter_code,transporter_name,source_code,source_name,source_plant_code,source_plant_name,quantity,distance_km,transport_vehicle,rawmat_price,transport_price,loading_price,crushing_price,gap,rebate,fuel_price_period,fuel_base_price,fuel_step_type,fuel_step,fuel_step_rate,fuel_step_count,fuel_adjust_price,transport_price_after_adjust,crushing_step_type,crushing_step,crushing_step_rate,crushing_adjust_price,crushing_price_after_adjust,due_payment,early_payment_price,total_transportation_price,total_price,market_price
1257,,31NZ,นวมินทร์ 2,F47,MIGHTY 150HB-9,หลัก,สัญญาน้ำยาพร้อมขนส่ง,N : ไม่ INTERFACE GR,2026-02-01,2026-02-28,,1040818,บจ.คาโอ อินดัสเตรียล (ประเทศไทย),1040818,บจ.คาโอ อินดัสเตรียล (ประเทศไทย),,,0,0.0,,15.56,0.0,0.0,0.0,0,0,30.05,0.0,อัตรามาตรฐาน,0,0.0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0,,0.0,15.56,0
1258,,31NZ,นวมินทร์ 2,MF1,Fly Ash (MAEMOH),หลัก,สัญญาสารผสมเพิ่มพร้อมขนส่ง,S : แยกค่าเนื้อ ค่าขนส่ง,2026-02-01,2026-02-28,,0901,บจ.เอสซีจี โลจิสติกส์ แมเนจเม้นท์,0191,บจ.ปูนซิเมนต์ไทย (ลำปาง),85237.0,แม่เมาะ,0,619.0,,1030.0,649.95,0.0,0.0,0,0,29.01,30.01,อัตรามาตรฐาน,0,0.0,-1,0.0,649.95,,0.0,0.0,0.0,0.0,0,,649.95,1679.95,0
1259,,31NZ,นวมินทร์ 2,MF3,Fly Ash (BLCP),หลัก,สัญญาสารผสมเพิ่มพร้อมขนส่ง,S : แยกค่าเนื้อ ค่าขนส่ง,2026-02-01,2026-02-28,,0901,บจ.เอสซีจี โลจิสติกส์ แมเนจเม้นท์,0131,บจ.ปูนซิเมนต์ไทย (ท่าหลวง),85238.0,BLCP,0,181.3,,715.0,315.0,0.0,0.0,0,0,29.01,31.01,อัตรามาตรฐาน,0,0.0,-2,0.0,315.0,,0.0,0.0,0.0,0.0,0,,315.0,1030.0,0
1260,,31NZ,นวมินทร์ 2,R01,"หิน 3/4""-#4",สำรอง,สัญญาซื้อขายหินพร้อมขนส่ง,N : ไม่ INTERFACE GR,2026-02-01,2026-02-14,,1001576,บจ.รจนาพัฒนา,002581,บจ.ศิลาสานนท์,,,30,125.0,รถเทรลเลอร์,195.0,168.71,0.0,0.0,0,0,30.05,32.05,อัตรามาตรฐาน,0,1.53,-4,-6.12,162.59,อัตรามาตรฐาน,0.0,0.0,0.0,0.0,1,0.0,162.59,357.59,0
1261,,31NZ,นวมินทร์ 2,R01,"หิน 3/4""-#4",สำรอง,สัญญาซื้อขายหินพร้อมขนส่ง,N : ไม่ INTERFACE GR,2026-02-15,2026-02-28,,1001576,บจ.รจนาพัฒนา,002581,บจ.ศิลาสานนท์,,,30,125.0,รถเทรลเลอร์,195.0,168.71,0.0,0.0,0,0,30.05,32.05,อัตรามาตรฐาน,0,1.53,-4,-6.12,162.59,อัตรามาตรฐาน,0.0,0.0,0.0,0.0,1,0.0,162.59,357.59,0
1262,,31NZ,นวมินทร์ 2,R01,"หิน 3/4""-#4",หลัก,สัญญาซื้อขายหินพร้อมขนส่ง,S : แยกค่าเนื้อ ค่าขนส่ง,2026-02-01,2026-02-14,,1001576,บจ.รจนาพัฒนา,0131,บจ.ปูนซิเมนต์ไทย (ท่าหลวง),1311.0,โรงงานเขาวง,0,125.0,,183.19,168.71,0.0,0.0,0,0,30.05,32.05,อัตรามาตรฐาน,0,1.53,-4,-6.12,162.59,อัตรามาตรฐาน,0.0,0.0,0.0,0.0,1,0.0,162.59,345.78,0
1263,,31NZ,นวมินทร์ 2,R01,"หิน 3/4""-#4",หลัก,สัญญาซื้อขายหินพร้อมขนส่ง,S : แยกค่าเนื้อ ค่าขนส่ง,2026-02-15,2026-02-28,,1001576,บจ.รจนาพัฒนา,0131,บจ.ปูนซิเมนต์ไทย (ท่าหลวง),1311.0,โรงงานเขาวง,0,125.0,,183.19,168.71,0.0,0.0,0,0,30.05,32.05,อัตรามาตรฐาน,0,1.53,-4,-6.12,162.59,อัตรามาตรฐาน,0.0,0.0,0.0,0.0,1,0.0,162.59,345.78,0
1264,,31NZ,นวมินทร์ 2,R01,"หิน 3/4""-#4",สำรอง,สัญญาซื้อขายหินพร้อมขนส่ง,N : ไม่ INTERFACE GR,2026-02-01,2026-02-14,,1001576,บจ.รจนาพัฒนา,V000000816,บริษัท คูเปงเซ้ง เคมีภัณฑ์ 555 จำกัด,,,30,125.0,รถเทรลเลอร์,190.0,168.71,0.0,0.0,0,0,30.05,32.05,อัตรามาตรฐาน,0,1.53,-4,-6.12,162.59,อัตรามาตรฐาน,0.0,0.0,0.0,0.0,1,0.0,162.59,352.59,0
1265,,31NZ,นวมินทร์ 2,R01,"หิน 3/4""-#4",สำรอง,สัญญาซื้อขายหินพร้อมขนส่ง,N : ไม่ INTERFACE GR,2026-02-15,2026-02-28,,1001576,บจ.รจนาพัฒนา,V000000816,บริษัท คูเปงเซ้ง เคมีภัณฑ์ 555 จำกัด,,,30,125.0,รถเทรลเลอร์,190.0,168.71,0.0,0.0,0,0,30.05,32.05,อัตรามาตรฐาน,0,1.53,-4,-6.12,162.59,อัตรามาตรฐาน,0.0,0.0,0.0,0.0,1,0.0,162.59,352.59,0
1266,,31NZ,นวมินทร์ 2,S01,ทรายหยาบ-ปกติ,สำรอง,สัญญาซื้อขายทรายพร้อมขนส่ง,B : gr ค่าวัตถุดิบและค่าขนส่ง,2026-02-15,2026-02-28,,1001576,บจ.รจนาพัฒนา,1138174,บจ.วี.เอ็น.นำโชคก่อสร้าง ทรานสปอร์ต,,,30,89.0,รถเทรลเลอร์,115.0,127.8,0.0,0.0,0,0,30.05,32.05,อัตรามาตรฐาน,0,1.2,-4,-4.8,123.0,อัตรามาตรฐาน,0.0,0.0,0.0,0.0,1,0.0,123.0,238.0,0
1267,,31NZ,นวมินทร์ 2,S01,ทรายหยาบ-ปกติ,สำรอง,สัญญาซื้อขายทรายพร้อมขนส่ง,B : gr ค่าวัตถุดิบและค่าขนส่ง,2026-02-01,2026-02-14,,1001576,บจ.รจนาพัฒนา,1138174,บจ.วี.เอ็น.นำโชคก่อสร้าง ทรานสปอร์ต,,,30,89.0,รถเทรลเลอร์,115.0,127.8,0.0,0.0,0,0,30.05,32.05,อัตรามาตรฐาน,0,1.2,-4,-4.8,123.0,อัตรามาตรฐาน,0.0,0.0,0.0,0.0,1,0.0,123.0,238.0,0
1268,,31NZ,นวมินทร์ 2,S01,ทรายหยาบ-ปกติ,สำรอง,สัญญาซื้อขายทรายพร้อมขนส่ง,B : gr ค่าวัตถุดิบและค่าขนส่ง,2026-02-01,2026-02-14,,1001576,บจ.รจนาพัฒนา,V000000094,เสนา,,,30,94.0,รถเทรลเลอร์,120.0,135.36,0.0,0.0,0,0,30.05,32.05,อัตรามาตรฐาน,0,1.2,-4,-4.8,130.56,อัตรามาตรฐาน,0.0,0.0,0.0,0.0,1,0.0,130.56,250.56,0
1269,,31NZ,นวมินทร์ 2,S01,ทรายหยาบ-ปกติ,สำรอง,สัญญาซื้อขายทรายพร้อมขนส่ง,B : gr ค่าวัตถุดิบและค่าขนส่ง,2026-02-15,2026-02-28,,1001576,บจ.รจนาพัฒนา,V000000094,เสนา,,,30,94.0,รถเทรลเลอร์,120.0,135.36,0.0,0.0,0,0,30.05,32.05,อัตรามาตรฐาน,0,1.2,-4,-4.8,130.56,อัตรามาตรฐาน,0.0,0.0,0.0,0.0,1,0.0,130.56,250.56,0
1270,,31NZ,นวมินทร์ 2,S01,ทรายหยาบ-ปกติ,หลัก,สัญญาซื้อขายทรายพร้อมขนส่ง,B : gr ค่าวัตถุดิบและค่าขนส่ง,2026-02-01,2026-02-14,,1001576,บจ.รจนาพัฒนา,V000000319,ส.ทรายทอง 888,,,0,89.0,,115.0,127.8,0.0,0.0,0,0,30.05,32.05,อัตรามาตรฐาน,0,1.2,-4,-4.8,123.0,อัตรามาตรฐาน,0.0,0.0,0.0,0.0,1,0.0,123.0,238.0,0
1271,,31NZ,นวมินทร์ 2,S01,ทรายหยาบ-ปกติ,หลัก,สัญญาซื้อขายทรายพร้อมขนส่ง,B : gr ค่าวัตถุดิบและค่าขนส่ง,2026-02-15,2026-02-28,,1001576,บจ.รจนาพัฒนา,V000000319,ส.ทรายทอง 888,,,0,89.0,,115.0,127.8,0.0,0.0,0,0,30.05,32.05,อัตรามาตรฐาน,0,1.2,-4,-4.8,123.0,อัตรามาตรฐาน,0.0,0.0,0.0,0.0,1,0.0,123.0,238.0,0
1272,,FC139,คลอง 11,D24,Daratard P848,หลัก,สัญญาน้ำยาพร้อมขนส่ง,N : ไม่ INTERFACE GR,2026-02-01,2026-02-28,,1078204,บจ.จีซีพี แอพพลายด์ เทคโนโลยีส์โฮลดิ้งส์ (ไทยแลนด์),1078204,บจ.จีซีพี แอพพลายด์ เทคโนโลยีส์โฮลดิ้งส์ (ไทยแลนด์),,,0,0.0,,9.45,0.0,0.0,0.0,0,0,30.05,0.0,อัตรามาตรฐาน,0,0.0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0,,0.0,9.45,0
1273,,FC139,คลอง 11,D29,SIKA-D2323,หลัก,สัญญาน้ำยาพร้อมขนส่ง,N : ไม่ INTERFACE GR,2026-02-01,2026-02-28,,1092469,บจ.ซิก้า (ประเทศไทย),1092469,บจ.ซิก้า (ประเทศไทย),,,0,0.0,,14.2,0.0,0.0,0.0,0,0,30.05,0.0,อัตรามาตรฐาน,0,0.0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0,,0.0,14.2,0
1274,,FC139,คลอง 11,F18,MIGHTY 150HB-2,หลัก,สัญญาน้ำยาพร้อมขนส่ง,N : ไม่ INTERFACE GR,2026-02-01,2026-02-28,,1040818,บจ.คาโอ อินดัสเตรียล (ประเทศไทย),1040818,บจ.คาโอ อินดัสเตรียล (ประเทศไทย),,,0,0.0,,14.5,0.0,0.0,0.0,0,0,30.05,0.0,อัตรามาตรฐาน,0,0.0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0,,0.0,14.5,0
1275,,FC139,คลอง 11,F47,MIGHTY 150HB-9,หลัก,สัญญาน้ำยาพร้อมขนส่ง,N : ไม่ INTERFACE GR,2026-02-01,2026-02-28,,1040818,บจ.คาโอ อินดัสเตรียล (ประเทศไทย),1040818,บจ.คาโอ อินดัสเตรียล (ประเทศไทย),,,0,0.0,,15.56,0.0,0.0,0.0,0,0,30.05,0.0,อัตรามาตรฐาน,0,0.0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0,,0.0,15.56,0
1276,,FC139,คลอง 11,MF1,Fly Ash (MAEMOH),หลัก,สัญญาสารผสมเพิ่มพร้อมขนส่ง,N : ไม่ INTERFACE GR,2026-02-01,2026-02-28,,0901,บจ.เอสซีจี โลจิสติกส์ แมเนจเม้นท์,0191,บจ.ปูนซิเมนต์ไทย (ลำปาง),85237.0,แม่เมาะ,0,615.0,,720.0,832.0,0.0,0.0,0,0,29.01,30.01,อัตรามาตรฐาน,0,0.0,-1,0.0,832.0,,0.0,0.0,0.0,0.0,0,,832.0,1552.0,0
1277,,ZZA5,บางซ่อน 5,C01,SCG Portland Cement Type I,หลัก,สัญญาซีเมนต์พร้อมขนส่ง,S : แยกค่าเนื้อ ค่าขนส่ง,2026-02-01,2026-02-28,,0901,บจ.เอสซีจี โลจิสติกส์ แมเนจเม้นท์,0141,บจ.ปูนซิเมนต์ไทย (แก่งคอย),1411.0,โรงงานแก่งคอย,0,122.4,,1483.0,190.0,0.0,0.0,0,0,29.01,32.01,อัตรามาตรฐาน,0,0.0,-3,0.0,190.0,,0.0,0.0,0.0,0.0,0,,190.0,1673.0,1694
1278,,ZZA5,บางซ่อน 5,C12,SCG Hybrid Cement,หลัก,สัญญาซีเมนต์พร้อมขนส่ง,S : แยกค่าเนื้อ ค่าขนส่ง,2026-02-01,2026-02-28,,0901,บจ.เอสซีจี โลจิสติกส์ แมเนจเม้นท์,0131,บจ.ปูนซิเมนต์ไทย (ท่าหลวง),1311.0,โรงงานเขาวง,0,129.0,,1338.39,190.0,0.0,0.0,0,0,29.01,32.01,อัตรามาตรฐาน,0,0.0,-3,0.0,190.0,,0.0,0.0,0.0,0.0,0,,190.0,1528.39,1694
1279,,ZZA5,บางซ่อน 5,C12,SCG Hybrid Cement,สำรอง,สัญญาซีเมนต์พร้อมขนส่ง,S : แยกค่าเนื้อ ค่าขนส่ง,2026-02-01,2026-02-28,,0901,บจ.เอสซีจี โลจิสติกส์ แมเนจเม้นท์,0131,บจ.ปูนซิเมนต์ไทย (ท่าหลวง),1321.0,โรงงานท่าหลวง,0,112.6,,1453.75,173.0,0.0,0.0,0,0,29.01,29.01,อัตรามาตรฐาน,0,0.0,0,0.0,173.0,อัตรามาตรฐาน,0.0,0.0,0.0,0.0,0,,173.0,1626.75,1694
1280,,ZZA5,บางซ่อน 5,C12,SCG Hybrid Cement,สำรอง,สัญญาซีเมนต์พร้อมขนส่ง,S : แยกค่าเนื้อ ค่าขนส่ง,2026-02-01,2026-02-28,,0901,บจ.เอสซีจี โลจิสติกส์ แมเนจเม้นท์,0141,บจ.ปูนซิเมนต์ไทย (แก่งคอย),1411.0,โรงงานแก่งคอย,0,122.3,,1483.0,190.0,0.0,0.0,0,0,29.01,32.01,อัตรามาตรฐาน,0,0.0,-3,0.0,190.0,,0.0,0.0,0.0,0.0,0,,190.0,1673.0,1694
1281,,ZZA5,บางซ่อน 5,C30,SCG Hybrid gen II,หลัก,สัญญาซีเมนต์พร้อมขนส่ง,S : แยกค่าเนื้อ ค่าขนส่ง,2026-02-01,2026-02-28,,0901,บจ.เอสซีจี โลจิสติกส์ แมเนจเม้นท์,0141,บจ.ปูนซิเมนต์ไทย (แก่งคอย),1411.0,โรงงานแก่งคอย,0,122.0,,1483.0,190.0,0.0,0.0,0,0,29.01,31.01,อัตรามาตรฐาน,0,0.0,-2,0.0,190.0,อัตรามาตรฐาน,0.0,0.0,0.0,0.0,0,,190.0,1673.0,1694
1282,,ZZA5,บางซ่อน 5,D24,Daratard P848,หลัก,สัญญาน้ำยาพร้อมขนส่ง,N : ไม่ INTERFACE GR,2026-02-01,2026-02-28,,1078204,บจ.จีซีพี แอพพลายด์ เทคโนโลยีส์โฮลดิ้งส์ (ไทยแลนด์),1078204,บจ.จีซีพี แอพพลายด์ เทคโนโลยีส์โฮลดิ้งส์ (ไทยแลนด์),,,0,0.0,,9.45,0.0,0.0,0.0,0,0,30.05,0.0,อัตรามาตรฐาน,0,0.0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0,,0.0,9.45,0
1283,,ZZA5,บางซ่อน 5,D29,SIKA-D2323,หลัก,สัญญาน้ำยาพร้อมขนส่ง,N : ไม่ INTERFACE GR,2026-02-01,2026-02-28,,1092469,บจ.ซิก้า (ประเทศไทย),1092469,บจ.ซิก้า (ประเทศไทย),,,0,0.0,,7.6,0.0,0.0,0.0,0,0,30.05,0.0,อัตรามาตรฐาน,0,0.0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0,,0.0,7.6,0
1284,,ZZA5,บางซ่อน 5,F18,MIGHTY 150HB-2,หลัก,สัญญาน้ำยาพร้อมขนส่ง,N : ไม่ INTERFACE GR,2026-02-01,2026-02-28,,1040818,บจ.คาโอ อินดัสเตรียล (ประเทศไทย),1040818,บจ.คาโอ อินดัสเตรียล (ประเทศไทย),,,0,0.0,,17.25,0.0,0.0,0.0,0,0,30.05,0.0,อัตรามาตรฐาน,0,0.0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0,,0.0,17.25,0
1285,,ZZA5,บางซ่อน 5,F47,MIGHTY 150HB-9,หลัก,สัญญาน้ำยาพร้อมขนส่ง,N : ไม่ INTERFACE GR,2026-02-01,2026-02-28,,1040818,บจ.คาโอ อินดัสเตรียล (ประเทศไทย),1040818,บจ.คาโอ อินดัสเตรียล (ประเทศไทย),,,0,0.0,,15.56,0.0,0.0,0.0,0,0,30.05,0.0,อัตรามาตรฐาน,0,0.0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0,,0.0,15.56,0
1286,,ZZA5,บางซ่อน 5,MF1,Fly Ash (MAEMOH),สำรอง,สัญญาสารผสมเพิ่มพร้อมขนส่ง,S : แยกค่าเนื้อ ค่าขนส่ง,2026-02-01,2026-02-28,,0901,บจ.เอสซีจี โลจิสติกส์ แมเนจเม้นท์,0131,บจ.ปูนซิเมนต์ไทย (ท่าหลวง),85239.0,Hub PFA พระประแดง,0,25.7,,1404.0,136.0,0.0,0.0,0,0,29.01,31.01,อัตรามาตรฐาน,0,0.0,-2,0.0,136.0,อัตรามาตรฐาน,0.0,0.0,0.0,0.0,0,,136.0,1540.0,0
1287,,ZZA5,บางซ่อน 5,MF1,Fly Ash (MAEMOH),หลัก,สัญญาสารผสมเพิ่มพร้อมขนส่ง,S : แยกค่าเนื้อ ค่าขนส่ง,2026-02-01,2026-02-28,,0901,บจ.เอสซีจี โลจิสติกส์ แมเนจเม้นท์,0191,บจ.ปูนซิเมนต์ไทย (ลำปาง),85237.0,แม่เมาะ,0,623.0,,1030.0,650.0,0.0,0.0,0,0,29.01,29.01,อัตรามาตรฐาน,0,0.0,0,0.0,650.0,,0.0,0.0,0.0,0.0,0,,650.0,1680.0,0
1288,,ZZA5,บางซ่อน 5,R01,"หิน 3/4""-#4",หลัก,สัญญาซื้อขายหินพร้อมขนส่ง,B : gr ค่าวัตถุดิบและค่าขนส่ง,2026-02-15,2026-02-28,,1000266,บจ.สหอรพรรณ,V000000154,โรงโม่หินพี เอส,,,0,140.0,รถพ่วง,185.0,177.49,0.0,0.0,0,0,30.05,32.55,อัตรามาตรฐาน,0,1.87,-5,-9.35,168.14,อัตรามาตรฐาน,0.0,0.0,0.0,0.0,2,2.83,165.31,350.31,0
1289,,ZZA5,บางซ่อน 5,R01,"หิน 3/4""-#4",หลัก,สัญญาซื้อขายหินพร้อมขนส่ง,B : gr ค่าวัตถุดิบและค่าขนส่ง,2026-02-01,2026-02-14,,1000266,บจ.สหอรพรรณ,V000000154,โรงโม่หินพี เอส,,,0,140.0,รถพ่วง,185.0,177.49,0.0,0.0,0,0,30.05,32.55,อัตรามาตรฐาน,0,1.87,-5,-9.35,168.14,อัตรามาตรฐาน,0.0,0.0,0.0,0.0,2,2.83,165.31,350.31,0
1290,,ZZA5,บางซ่อน 5,S01,ทรายหยาบ-ปกติ,หลัก,สัญญาซื้อขายทรายพร้อมขนส่ง,B : gr ค่าวัตถุดิบและค่าขนส่ง,2026-02-01,2026-02-14,,1000266,บจ.สหอรพรรณ,V000000651,ยูนิตี้แลนด์เอสเตท,,,0,111.0,,110.0,107.66,0.0,49.1,0,0,30.05,32.55,อัตรามาตรฐาน,0,1.53,-5,-7.65,100.01,อัตราพิเศษ,0.5,0.3,-1.5,47.6,2,2.06,145.55,255.55,0
1291,,ZZA5,บางซ่อน 5,S01,ทรายหยาบ-ปกติ,หลัก,สัญญาซื้อขายทรายพร้อมขนส่ง,B : gr ค่าวัตถุดิบและค่าขนส่ง,2026-02-15,2026-02-28,,1000266,บจ.สหอรพรรณ,V000000651,ยูนิตี้แลนด์เอสเตท,,,0,111.0,,110.0,107.66,0.0,49.1,0,0,30.05,32.55,อัตรามาตรฐาน,0,1.53,-5,-7.65,100.01,อัตราพิเศษ,0.5,0.3,-1.5,47.6,2,2.06,145.55,255.55,0
1292,,ZZA7,คลองตัน 3,C01,SCG Portland Cement Type I,สำรอง,สัญญาซีเมนต์พร้อมขนส่ง,S : แยกค่าเนื้อ ค่าขนส่ง,2026-02-01,2026-02-28,,0901,บจ.เอสซีจี โลจิสติกส์ แมเนจเม้นท์,0141,บจ.ปูนซิเมนต์ไทย (แก่งคอย),1411.0,โรงงานแก่งคอย,0,136.0,,1483.0,303.0,0.0,0.0,0,0,29.01,29.01,อัตรามาตรฐาน,0,0.0,0,0.0,303.0,,0.0,0.0,0.0,0.0,0,,303.0,1786.0,1694
1293,,ZZA7,คลองตัน 3,C12,SCG Hybrid Cement,สำรอง,สัญญาซีเมนต์พร้อมขนส่ง,S : แยกค่าเนื้อ ค่าขนส่ง,2026-02-01,2026-02-28,,0901,บจ.เอสซีจี โลจิสติกส์ แมเนจเม้นท์,0131,บจ.ปูนซิเมนต์ไทย (ท่าหลวง),1311.0,โรงงานเขาวง,0,136.0,,1338.39,292.0,0.0,0.0,0,0,29.01,30.01,อัตรามาตรฐาน,0,0.0,-1,0.0,292.0,อัตรามาตรฐาน,0.0,0.0,0.0,0.0,0,,292.0,1630.39,1694
1294,,ZZA7,คลองตัน 3,C12,SCG Hybrid Cement,หลัก,สัญญาซีเมนต์พร้อมขนส่ง,S : แยกค่าเนื้อ ค่าขนส่ง,2026-02-01,2026-02-28,,0901,บจ.เอสซีจี โลจิสติกส์ แมเนจเม้นท์,0131,บจ.ปูนซิเมนต์ไทย (ท่าหลวง),1322.0,ศูนย์จ่ายพระประแดง,0,16.0,,1562.58,119.0,0.0,0.0,92,0,29.01,30.01,อัตรามาตรฐาน,0,0.0,-1,0.0,119.0,,0.0,0.0,0.0,0.0,0,,119.0,1681.58,1694
1295,,ZZA7,คลองตัน 3,C12,SCG Hybrid Cement,สำรอง,สัญญาซีเมนต์พร้อมขนส่ง,S : แยกค่าเนื้อ ค่าขนส่ง,2026-02-01,2026-02-28,,0901,บจ.เอสซีจี โลจิสติกส์ แมเนจเม้นท์,0141,บจ.ปูนซิเมนต์ไทย (แก่งคอย),1411.0,โรงงานแก่งคอย,0,130.0,,1483.0,303.0,0.0,0.0,0,0,29.01,29.01,อัตรามาตรฐาน,0,0.0,0,0.0,303.0,อัตรามาตรฐาน,0.0,0.0,0.0,0.0,0,,303.0,1786.0,1694
1296,,ZZA7,คลองตัน 3,D24,Daratard P848,หลัก,สัญญาน้ำยาพร้อมขนส่ง,N : ไม่ INTERFACE GR,2026-02-01,2026-02-28,,1078204,บจ.จีซีพี แอพพลายด์ เทคโนโลยีส์โฮลดิ้งส์ (ไทยแลนด์),1078204,บจ.จีซีพี แอพพลายด์ เทคโนโลยีส์โฮลดิ้งส์ (ไทยแลนด์),,,0,0.0,,9.45,0.0,0.0,0.0,0,0,30.05,0.0,อัตรามาตรฐาน,0,0.0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0,,0.0,9.45,0
1297,,ZZA7,คลองตัน 3,D29,SIKA-D2323,หลัก,สัญญาน้ำยาพร้อมขนส่ง,N : ไม่ INTERFACE GR,2026-02-01,2026-02-28,,1092469,บจ.ซิก้า (ประเทศไทย),1092469,บจ.ซิก้า (ประเทศไทย),,,0,0.0,,7.6,0.0,0.0,0.0,0,0,30.05,0.0,อัตรามาตรฐาน,0,0.0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0,,0.0,7.6,0
1298,,ZZA7,คลองตัน 3,F18,MIGHTY 150HB-2,หลัก,สัญญาน้ำยาพร้อมขนส่ง,N : ไม่ INTERFACE GR,2026-02-01,2026-02-28,,1040818,บจ.คาโอ อินดัสเตรียล (ประเทศไทย),1040818,บจ.คาโอ อินดัสเตรียล (ประเทศไทย),,,0,0.0,,17.25,0.0,0.0,0.0,0,0,30.05,0.0,อัตรามาตรฐาน,0,0.0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0,,0.0,17.25,0
1299,,ZZA7,คลองตัน 3,F47,MIGHTY 150HB-9,หลัก,สัญญาน้ำยาพร้อมขนส่ง,N : ไม่ INTERFACE GR,2026-02-01,2026-02-28,,1040818,บจ.คาโอ อินดัสเตรียล (ประเทศไทย),1040818,บจ.คาโอ อินดัสเตรียล (ประเทศไทย),,,0,0.0,,15.56,0.0,0.0,0.0,0,0,30.05,0.0,อัตรามาตรฐาน,0,0.0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0,,0.0,15.56,0
1300,,ZZA7,คลองตัน 3,MF1,Fly Ash (MAEMOH),สำรอง,สัญญาสารผสมเพิ่มพร้อมขนส่ง,S : แยกค่าเนื้อ ค่าขนส่ง,2026-02-01,2026-02-28,,0901,บจ.เอสซีจี โลจิสติกส์ แมเนจเม้นท์,0131,บจ.ปูนซิเมนต์ไทย (ท่าหลวง),85239.0,Hub PFA พระประแดง,0,16.0,,1404.0,119.0,0.0,0.0,0,0,29.01,31.01,อัตรามาตรฐาน,0,0.0,-2,0.0,119.0,อัตรามาตรฐาน,0.0,0.0,0.0,0.0,0,,119.0,1523.0,0
1301,,ZZA7,คลองตัน 3,MF1,Fly Ash (MAEMOH),หลัก,สัญญาสารผสมเพิ่มพร้อมขนส่ง,S : แยกค่าเนื้อ ค่าขนส่ง,2026-02-01,2026-02-28,,0901,บจ.เอสซีจี โลจิสติกส์ แมเนจเม้นท์,0191,บจ.ปูนซิเมนต์ไทย (ลำปาง),85237.0,แม่เมาะ,0,630.0,,1030.0,658.0,0.0,0.0,0,0,29.01,29.01,อัตรามาตรฐาน,0,0.0,0,0.0,658.0,,0.0,0.0,0.0,0.0,0,,658.0,1688.0,0
1302,,ZZA7,คลองตัน 3,R01,"หิน 3/4""-#4",หลัก,สัญญาซื้อขายหินพร้อมขนส่ง,B : gr ค่าวัตถุดิบและค่าขนส่ง,2026-02-15,2026-02-28,,1000266,บจ.สหอรพรรณ,V000000154,โรงโม่หินพี เอส,,,0,166.0,,185.0,198.35,20.0,0.0,0,0,30.05,32.55,อัตรามาตรฐาน,0,2.21,-5,-11.05,187.3,อัตรามาตรฐาน,0.0,0.0,0.0,0.0,2,3.14,204.16,389.16,0
1303,,ZZA7,คลองตัน 3,R01,"หิน 3/4""-#4",หลัก,สัญญาซื้อขายหินพร้อมขนส่ง,B : gr ค่าวัตถุดิบและค่าขนส่ง,2026-02-01,2026-02-14,,1000266,บจ.สหอรพรรณ,V000000154,โรงโม่หินพี เอส,,,0,166.0,,185.0,198.35,20.0,0.0,0,0,30.05,32.55,อัตรามาตรฐาน,0,2.21,-5,-11.05,187.3,อัตรามาตรฐาน,0.0,0.0,0.0,0.0,2,3.14,204.16,389.16,0
1304,,ZZA7,คลองตัน 3,S01,ทรายหยาบ-ปกติ,หลัก,สัญญาซื้อขายทรายพร้อมขนส่ง,B : gr ค่าวัตถุดิบและค่าขนส่ง,2026-02-15,2026-02-28,,1000266,บจ.สหอรพรรณ,V000000284,บ่อทรายนรสิงห์,,,0,125.0,,120.0,192.94,20.0,0.0,2,0,30.05,32.55,อัตรามาตรฐาน,0,1.53,-5,-7.65,185.29,อัตรามาตรฐาน,0.0,0.0,0.0,0.0,2,2.61,202.68,322.68,0
1305,,ZZA7,คลองตัน 3,S01,ทรายหยาบ-ปกติ,หลัก,สัญญาซื้อขายทรายพร้อมขนส่ง,B : gr ค่าวัตถุดิบและค่าขนส่ง,2026-02-01,2026-02-14,,1000266,บจ.สหอรพรรณ,V000000284,บ่อทรายนรสิงห์,,,0,125.0,,120.0,192.94,20.0,0.0,2,0,30.05,32.55,อัตรามาตรฐาน,0,1.53,-5,-7.65,185.29,อัตรามาตรฐาน,0.0,0.0,0.0,0.0,2,2.61,202.68,322.68,0
